date,series,open,high,low,prev_close,ltp,close,vwap,52wh,52wl,volume,value,no_of_trades
2021-06-02,EQ,"1,380.75","1,391.95","1,365.00","1,387.20","1,381.00","1,378.65","1,374.91","1,477.55",675.50,9272276,"12,748,517,787.25",186335
2021-06-03,EQ,"1,388.10","1,399.00","1,377.05","1,378.65","1,390.80","1,389.65","1,385.81","1,477.55",675.50,5115645,"7,089,319,506.30",137141
2021-06-04,EQ,"1,393.95","1,396.90","1,377.65","1,389.65","1,385.15","1,385.65","1,384.98","1,477.55",675.50,4194328,"5,809,075,426.80",109532
2021-06-07,EQ,"1,391.00","1,392.00","1,377.30","1,385.65","1,390.50","1,389.65","1,384.88","1,477.55",675.50,5154576,"7,138,486,995.40",127520
2021-06-08,EQ,"1,396.00","1,421.75","1,395.55","1,389.65","1,414.00","1,412.95","1,412.47","1,477.55",675.50,7360630,"10,396,698,470.40",188069
2021-06-09,EQ,"1,413.40","1,425.00","1,404.60","1,412.95","1,415.00","1,415.30","1,415.72","1,477.55",675.50,5394317,"7,636,846,520.45",137139
2021-06-10,EQ,"1,424.00","1,429.00","1,419.00","1,415.30","1,424.25","1,424.30","1,423.55","1,477.55",675.50,3496575,"4,977,561,087.00",121283
2021-06-11,EQ,"1,430.10","1,451.60","1,429.45","1,424.30","1,446.05","1,446.90","1,443.02","1,477.55",675.50,6140828,"8,861,316,923.80",173378
2021-06-14,EQ,"1,471.00","1,477.00","1,453.45","1,446.90","1,460.00","1,461.80","1,463.12","1,477.55",685.25,7132294,"10,435,431,661.00",147667
2021-06-15,EQ,"1,464.00","1,476.00","1,463.00","1,461.80","1,474.00","1,473.90","1,469.83","1,477.55",685.25,5403104,"7,941,636,318.20",141422
2021-06-16,EQ,"1,472.70","1,489.45","1,467.50","1,473.90","1,479.20","1,480.60","1,478.45","1,489.45",685.25,7661710,"11,327,444,062.60",162924
2021-06-17,EQ,"1,475.10","1,502.65","1,475.10","1,480.60","1,501.20","1,495.30","1,487.78","1,502.65",685.25,7677951,"11,423,116,458.10",229654
2021-06-18,EQ,"1,509.00","1,515.80","1,487.40","1,495.30","1,510.00","1,503.30","1,501.85","1,515.80",685.25,13533974,"20,326,029,669.85",240906
2021-06-21,EQ,"1,493.00","1,505.80","1,484.20","1,503.30","1,501.25","1,500.30","1,496.92","1,515.80",692.10,5454052,"8,164,276,798.15",124524
2021-06-22,EQ,"1,509.70","1,521.45","1,502.10","1,500.30","1,511.35","1,511.85","1,510.60","1,521.45",692.10,6427862,"9,709,910,031.05",127430
2021-06-23,EQ,"1,525.00","1,525.00","1,498.65","1,511.85","1,503.00","1,503.15","1,508.29","1,525.00",692.10,5529809,"8,340,557,841.65",118288
2021-06-24,EQ,"1,517.00","1,568.75","1,511.20","1,503.15","1,556.10","1,559.20","1,543.60","1,568.75",692.10,10785137,"16,647,892,220.05",263797
2021-06-25,EQ,"1,572.00","1,578.00","1,543.00","1,559.20","1,574.00","1,574.20","1,565.12","1,578.00",692.10,9780240,"15,307,252,499.45",192643
2021-06-28,EQ,"1,572.90","1,580.15","1,560.60","1,574.20","1,569.10","1,571.80","1,570.82","1,580.15",724.25,5019178,"7,884,237,903.00",136591
2021-06-29,EQ,"1,561.00","1,573.65","1,559.20","1,571.80","1,562.00","1,563.05","1,564.66","1,580.15",724.25,5913567,"9,252,700,415.30",197132
2021-06-30,EQ,"1,572.05","1,591.00","1,572.05","1,563.05","1,580.00","1,580.80","1,582.44","1,591.00",724.25,6058722,"9,587,562,981.95",167938
2021-07-01,EQ,"1,576.85","1,576.85","1,559.05","1,580.80","1,561.95","1,560.40","1,565.56","1,591.00",724.25,4814317,"7,537,112,360.90",150925
2021-07-02,EQ,"1,558.95","1,569.45","1,542.60","1,560.40","1,566.20","1,567.80","1,555.25","1,591.00",724.25,5166064,"8,034,520,019.85",136155
2021-07-05,EQ,"1,569.15","1,585.00","1,561.05","1,567.80","1,583.65","1,578.95","1,572.73","1,591.00",761.50,4058338,"6,382,678,903.05",123094
2021-07-06,EQ,"1,573.70","1,586.75","1,557.10","1,578.95","1,561.00","1,562.20","1,575.11","1,591.00",761.50,4089574,"6,441,517,704.60",120142
2021-07-07,EQ,"1,566.05","1,570.55","1,544.65","1,562.20","1,562.50","1,564.60","1,560.32","1,591.00",761.50,4797120,"7,485,054,451.90",143812
2021-07-08,EQ,"1,568.00","1,576.00","1,549.00","1,564.60","1,560.40","1,560.75","1,559.79","1,591.00",761.50,3326813,"5,189,118,227.50",158022
2021-07-09,EQ,"1,556.00","1,569.90","1,551.00","1,560.75","1,564.90","1,562.90","1,562.12","1,591.00",761.50,3436594,"5,368,362,102.90",125788
2021-07-12,EQ,"1,570.55","1,578.00","1,533.75","1,562.90","1,547.00","1,547.85","1,558.59","1,591.00",781.35,4588982,"7,152,341,636.50",145234
2021-07-13,EQ,"1,556.40","1,556.40","1,536.30","1,547.85","1,545.50","1,544.95","1,542.74","1,591.00",781.35,4456160,"6,874,707,703.35",177123
2021-07-14,EQ,"1,554.00","1,582.80","1,538.10","1,544.95","1,577.40","1,576.90","1,565.34","1,591.00",781.35,5657716,"8,856,261,426.95",169742
2021-07-15,EQ,"1,557.90","1,596.85","1,556.00","1,576.90","1,579.85","1,580.80","1,581.74","1,596.85",781.35,10021355,"15,851,201,207.15",248472
2021-07-16,EQ,"1,573.75","1,574.65","1,549.60","1,580.80","1,556.75","1,555.45","1,560.17","1,596.85",781.35,6265593,"9,775,371,403.80",191620
2021-07-19,EQ,"1,544.70","1,552.90","1,537.55","1,555.45","1,544.55","1,541.70","1,542.32","1,596.85",900.65,5669162,"8,743,641,778.75",192818
2021-07-20,EQ,"1,538.30","1,557.70","1,538.00","1,541.70","1,547.00","1,550.05","1,547.47","1,596.85",900.65,5069939,"7,845,558,519.00",138422
2021-07-22,EQ,"1,561.40","1,592.85","1,561.40","1,550.05","1,588.95","1,590.20","1,580.70","1,596.85",900.65,7854575,"12,415,707,697.05",233651
2021-07-23,EQ,"1,588.55","1,598.50","1,585.05","1,590.20","1,589.00","1,590.45","1,591.84","1,598.50",900.65,4179719,"6,653,435,201.45",144421
2021-07-26,EQ,"1,594.10","1,611.65","1,594.10","1,590.45","1,603.05","1,603.90","1,606.06","1,611.65",912.10,4586710,"7,366,526,110.60",128901
2021-07-27,EQ,"1,605.00","1,609.30","1,597.90","1,603.90","1,600.10","1,602.55","1,603.05","1,611.65",912.10,5892859,"9,446,568,393.85",108822
2021-07-28,EQ,"1,605.10","1,607.60","1,585.50","1,602.55","1,607.00","1,605.60","1,597.48","1,611.65",912.10,4686788,"7,487,050,950.55",110822
2021-07-29,EQ,"1,600.10","1,620.00","1,600.10","1,605.60","1,615.50","1,617.00","1,614.80","1,620.00",912.10,4660873,"7,526,375,521.85",144550
2021-07-30,EQ,"1,610.00","1,623.40","1,606.15","1,617.00","1,611.75","1,610.50","1,613.35","1,623.40",912.10,6234257,"10,058,016,360.45",136907
2021-08-02,EQ,"1,627.45","1,634.75","1,619.20","1,610.50","1,632.00","1,631.55","1,627.56","1,634.75",912.10,5553389,"9,038,450,771.15",123236
2021-08-03,EQ,"1,647.00","1,658.65","1,635.60","1,631.55","1,657.00","1,655.20","1,645.86","1,658.65",912.10,5513668,"9,074,703,956.65",140415
2021-08-04,EQ,"1,669.10","1,679.90","1,639.05","1,655.20","1,648.55","1,649.25","1,653.26","1,679.90",912.10,6740391,"11,143,605,330.60",152430
2021-08-05,EQ,"1,649.50","1,666.00","1,647.05","1,649.25","1,652.00","1,653.55","1,655.81","1,679.90",912.10,5420536,"8,975,400,927.00",124049
2021-08-06,EQ,"1,657.00","1,660.65","1,644.00","1,653.55","1,652.10","1,650.20","1,652.90","1,679.90",912.10,3754855,"6,206,401,477.15",100454
2021-08-09,EQ,"1,661.00","1,667.45","1,646.40","1,650.20","1,664.40","1,663.30","1,656.74","1,679.90",912.10,5018477,"8,314,309,677.50",113096
2021-08-10,EQ,"1,668.00","1,680.00","1,661.05","1,663.30","1,674.15","1,677.25","1,674.29","1,680.00",912.10,6846517,"11,463,058,438.00",135096
2021-08-11,EQ,"1,674.80","1,684.00","1,668.00","1,677.25","1,675.10","1,677.55","1,676.00","1,684.00",912.10,4899639,"8,211,808,501.95",149326
2021-08-12,EQ,"1,679.15","1,696.50","1,674.00","1,677.55","1,684.95","1,689.60","1,687.65","1,696.50",912.10,5659579,"9,551,399,367.55",152218
2021-08-13,EQ,"1,697.00","1,722.50","1,691.30","1,689.60","1,713.95","1,712.20","1,707.76","1,722.50",912.10,5612790,"9,585,318,721.70",144604
2021-08-16,EQ,"1,707.70","1,719.95","1,690.10","1,712.20","1,702.95","1,704.40","1,703.86","1,722.50",912.10,4564109,"7,776,599,067.95",181480
2021-08-17,EQ,"1,703.90","1,748.90","1,686.55","1,704.40","1,737.40","1,741.65","1,730.04","1,748.90",912.10,9510390,"16,453,341,374.00",263393
2021-08-18,EQ,"1,729.00","1,755.50","1,727.00","1,741.65","1,732.00","1,733.45","1,739.38","1,755.50",912.10,6686090,"11,629,623,310.35",193759
2021-08-20,EQ,"1,716.10","1,745.00","1,716.10","1,733.45","1,729.50","1,732.95","1,734.19","1,755.50",912.10,6206972,"10,764,080,448.55",188065
2021-08-23,EQ,"1,735.75","1,753.15","1,732.00","1,732.95","1,739.60","1,738.75","1,741.65","1,755.50",912.10,6189051,"10,779,186,291.55",170252
2021-08-24,EQ,"1,750.00","1,757.00","1,712.70","1,738.75","1,721.50","1,720.85","1,729.85","1,757.00",912.10,7602939,"13,151,981,489.80",242564
2021-08-25,EQ,"1,718.00","1,746.90","1,718.00","1,720.85","1,737.65","1,735.55","1,732.13","1,757.00",912.10,6153253,"10,658,228,275.25",140494
2021-08-26,EQ,"1,734.00","1,746.00","1,720.00","1,735.55","1,723.40","1,727.70","1,734.31","1,757.00",912.10,5302248,"9,195,716,831.35",114055
2021-08-27,EQ,"1,725.00","1,727.70","1,705.20","1,727.70","1,707.50","1,708.80","1,713.26","1,757.00",912.10,6698514,"11,476,309,163.95",179152
2021-08-30,EQ,"1,703.05","1,718.65","1,690.40","1,708.80","1,699.85","1,698.05","1,700.86","1,757.00",912.10,6559667,"11,157,103,925.10",295734
2021-08-31,EQ,"1,700.15","1,715.00","1,685.85","1,698.05","1,713.00","1,706.45","1,700.72","1,757.00",912.10,12255438,"20,843,024,213.60",219156
2021-09-01,EQ,"1,709.50","1,709.50","1,673.15","1,706.45","1,677.05","1,677.75","1,684.25","1,757.00",912.10,7801974,"13,140,486,835.00",244163
2021-09-02,EQ,"1,677.35","1,694.30","1,662.65","1,677.75","1,686.05","1,689.10","1,675.34","1,757.00",912.10,6830050,"11,442,649,484.45",258731
2021-09-03,EQ,"1,696.05","1,705.95","1,684.40","1,689.10","1,700.50","1,700.65","1,698.12","1,757.00",912.10,5339139,"9,066,475,360.50",210049
2021-09-06,EQ,"1,705.15","1,732.00","1,699.35","1,700.65","1,731.20","1,730.40","1,715.41","1,757.00",913.05,4876026,"8,364,392,786.20",183161
2021-09-07,EQ,"1,730.00","1,734.90","1,704.00","1,730.40","1,708.00","1,706.65","1,713.51","1,757.00",913.05,3520341,"6,032,143,710.95",149711
2021-09-08,EQ,"1,700.85","1,700.85","1,682.95","1,706.65","1,696.45","1,693.25","1,693.03","1,757.00",913.05,4584896,"7,762,344,324.40",153873
2021-09-09,EQ,"1,685.90","1,694.90","1,682.15","1,693.25","1,687.95","1,691.60","1,689.02","1,757.00",913.05,3331674,"5,627,248,636.00",137087
2021-09-13,EQ,"1,683.00","1,701.50","1,675.20","1,691.60","1,690.85","1,691.90","1,689.36","1,757.00",948.30,4662374,"7,876,437,378.30",187031
2021-09-14,EQ,"1,695.95","1,695.95","1,678.60","1,691.90","1,686.50","1,686.15","1,688.38","1,757.00",948.30,4945167,"8,349,299,076.40",207112
2021-09-15,EQ,"1,693.25","1,715.10","1,690.20","1,686.15","1,710.20","1,711.45","1,705.03","1,757.00",948.30,4062344,"6,926,434,283.00",187441
2021-09-16,EQ,"1,715.20","1,719.25","1,691.45","1,711.45","1,702.05","1,702.25","1,701.12","1,757.00",948.30,3246568,"5,522,817,876.30",159668
2021-09-17,EQ,"1,697.00","1,718.00","1,684.45","1,702.25","1,692.00","1,691.30","1,696.56","1,757.00",948.30,7454864,"12,647,632,623.50",123572
2021-09-20,EQ,"1,685.00","1,707.70","1,677.95","1,691.30","1,687.40","1,687.85","1,695.88","1,757.00",970.00,5660743,"9,599,964,334.20",136341
2021-09-21,EQ,"1,700.00","1,726.75","1,684.65","1,687.85","1,717.70","1,718.45","1,707.50","1,757.00",970.00,4672222,"7,977,838,674.60",138846
2021-09-22,EQ,"1,717.00","1,738.90","1,713.05","1,718.45","1,715.65","1,716.90","1,727.00","1,757.00",970.00,4553892,"7,864,586,458.90",162450
2021-09-23,EQ,"1,732.00","1,745.00","1,721.10","1,716.90","1,742.10","1,742.55","1,733.04","1,757.00",970.00,3826090,"6,630,769,717.80",151039
2021-09-24,EQ,"1,758.00","1,788.00","1,752.45","1,742.55","1,763.80","1,763.85","1,772.20","1,788.00",970.00,8280446,"14,674,577,075.85",231499
2021-09-27,EQ,"1,768.75","1,769.00","1,718.10","1,763.85","1,723.00","1,721.15","1,732.17","1,788.00",998.50,5045337,"8,739,379,305.20",227547
2021-09-28,EQ,"1,710.00","1,710.00","1,675.00","1,721.15","1,686.30","1,687.10","1,687.94","1,788.00",998.50,6557197,"11,068,146,871.10",321289
2021-09-29,EQ,"1,659.25","1,701.40","1,655.00","1,687.10","1,688.55","1,692.25","1,683.09","1,788.00",998.50,7792548,"13,115,587,857.25",252164
2021-09-30,EQ,"1,703.00","1,703.00","1,670.10","1,692.25","1,679.50","1,675.20","1,682.12","1,788.00",998.50,6914031,"11,630,225,539.25",155817
2021-10-01,EQ,"1,665.10","1,678.95","1,661.25","1,675.20","1,665.60","1,665.15","1,670.32","1,788.00",998.50,5733906,"9,577,431,061.45",166006
2021-10-04,EQ,"1,672.50","1,688.00","1,665.40","1,665.15","1,681.90","1,678.75","1,678.53","1,788.00","1,018.05",2947154,"4,946,872,978.25",122901
2021-10-05,EQ,"1,671.00","1,702.95","1,663.00","1,678.75","1,691.70","1,692.80","1,677.62","1,788.00","1,018.05",4373310,"7,336,751,142.35",174119
2021-10-06,EQ,"1,702.10","1,709.00","1,670.00","1,692.80","1,672.65","1,673.55","1,682.79","1,788.00","1,018.05",4271698,"7,188,385,186.55",168805
2021-10-07,EQ,"1,687.00","1,704.20","1,676.65","1,673.55","1,690.35","1,691.00","1,693.19","1,788.00","1,018.05",5476108,"9,272,107,761.25",142352
2021-10-08,EQ,"1,705.25","1,731.50","1,698.40","1,691.00","1,723.85","1,723.85","1,719.42","1,788.00","1,018.05",4738376,"8,147,261,439.50",223183
2021-10-11,EQ,"1,682.00","1,730.00","1,663.70","1,723.85","1,693.00","1,690.95","1,698.64","1,788.00","1,051.10",8840633,"15,017,023,820.95",264208
2021-10-12,EQ,"1,677.00","1,689.00","1,662.00","1,690.95","1,688.00","1,685.15","1,677.23","1,788.00","1,051.10",7439300,"12,477,416,052.15",258781
2021-10-13,EQ,"1,695.95","1,713.65","1,680.05","1,685.15","1,705.00","1,709.20","1,697.94","1,788.00","1,051.10",7104171,"12,062,453,914.35",273495
2021-10-14,EQ,"1,754.00","1,783.60","1,698.20","1,709.20","1,714.00","1,715.75","1,738.12","1,788.00","1,051.10",19655776,"34,164,007,327.25",428428
2021-10-18,EQ,"1,740.00","1,799.00","1,740.00","1,715.75","1,798.00","1,792.15","1,770.72","1,799.00","1,051.10",13438109,"23,795,103,034.90",310783
2021-10-19,EQ,"1,814.00","1,834.50","1,782.30","1,792.15","1,823.50","1,822.15","1,818.83","1,834.50","1,051.10",10324260,"18,778,087,117.05",236442
2021-10-20,EQ,"1,829.40","1,848.00","1,794.05","1,822.15","1,797.40","1,802.35","1,819.25","1,848.00","1,051.10",5876115,"10,690,134,351.80",193075
2021-10-21,EQ,"1,814.00","1,814.00","1,746.85","1,802.35","1,757.00","1,753.65","1,768.17","1,848.00","1,051.10",8779629,"15,523,851,574.25",227646
2021-10-22,EQ,"1,749.90","1,763.20","1,707.00","1,753.65","1,717.85","1,719.80","1,728.28","1,848.00","1,051.10",7369809,"12,737,099,864.85",231471
2021-10-25,EQ,"1,722.05","1,729.75","1,687.20","1,719.80","1,708.40","1,707.55","1,700.04","1,848.00","1,051.10",5905209,"10,039,080,678.05",175289
2021-10-26,EQ,"1,710.05","1,726.60","1,695.90","1,707.55","1,707.95","1,703.70","1,704.53","1,848.00","1,051.10",5871709,"10,008,498,840.25",163478
2021-10-27,EQ,"1,709.10","1,734.15","1,701.15","1,703.70","1,726.55","1,728.95","1,718.39","1,848.00","1,051.10",5090259,"8,747,027,004.70",174841
2021-10-28,EQ,"1,719.35","1,724.75","1,692.05","1,728.95","1,705.85","1,703.90","1,710.08","1,848.00","1,051.10",5329972,"9,114,701,909.05",194339
2021-10-29,EQ,"1,699.00","1,712.60","1,661.05","1,703.90","1,671.00","1,667.75","1,687.51","1,848.00","1,051.10",5875091,"9,914,259,072.90",212408
2021-11-01,EQ,"1,677.50","1,707.20","1,676.00","1,667.75","1,701.35","1,700.05","1,695.58","1,848.00","1,051.10",3636806,"6,166,483,835.70",156714
2021-11-02,EQ,"1,695.00","1,706.45","1,686.35","1,700.05","1,699.00","1,697.90","1,696.02","1,848.00","1,051.10",3471772,"5,888,203,296.25",132426
2021-11-03,EQ,"1,709.00","1,717.45","1,699.00","1,697.90","1,703.60","1,702.50","1,707.08","1,848.00","1,051.10",3530713,"6,027,214,982.00",159185
2021-11-04,EQ,"1,715.00","1,717.00","1,705.00","1,702.50","1,705.50","1,708.70","1,710.56","1,848.00","1,051.10",483407,"826,894,810.30",45697
2021-11-08,EQ,"1,730.00","1,741.00","1,703.00","1,708.70","1,740.00","1,737.50","1,727.82","1,848.00","1,078.00",5245903,"9,063,983,393.50",194006
2021-11-09,EQ,"1,734.75","1,750.00","1,726.00","1,737.50","1,740.70","1,742.50","1,741.18","1,848.00","1,078.00",4016134,"6,992,803,829.65",141964
2021-11-10,EQ,"1,726.00","1,750.95","1,721.95","1,742.50","1,742.00","1,740.15","1,737.49","1,848.00","1,078.00",4780368,"8,305,852,157.15",115801
2021-11-11,EQ,"1,732.95","1,739.75","1,709.00","1,740.15","1,735.00","1,733.30","1,723.79","1,848.00","1,078.00",4731349,"8,155,869,538.30",128994
2021-11-12,EQ,"1,743.00","1,782.85","1,738.05","1,733.30","1,779.50","1,780.20","1,766.51","1,848.00","1,078.00",5069009,"8,954,436,975.40",142273
2021-11-15,EQ,"1,782.10","1,800.00","1,775.50","1,780.20","1,785.00","1,787.15","1,793.71","1,848.00","1,091.00",4354074,"7,809,957,008.85",154854
2021-11-16,EQ,"1,790.00","1,808.95","1,777.00","1,787.15","1,791.40","1,792.30","1,797.43","1,848.00","1,091.00",6034233,"10,846,091,248.70",173120
2021-11-17,EQ,"1,792.55","1,802.00","1,780.70","1,792.30","1,790.55","1,787.45","1,792.60","1,848.00","1,091.00",4732492,"8,483,456,713.50",195585
2021-11-18,EQ,"1,781.60","1,789.45","1,759.00","1,787.45","1,774.00","1,779.40","1,773.94","1,848.00","1,091.00",4326924,"7,675,682,400.00",154647
2021-11-22,EQ,"1,784.00","1,785.40","1,751.15","1,779.40","1,760.25","1,759.40","1,766.39","1,848.00","1,091.00",6621839,"11,696,747,300.55",170729
2021-11-23,EQ,"1,735.10","1,747.25","1,710.00","1,759.40","1,727.50","1,736.90","1,732.65","1,848.00","1,091.00",8436160,"14,616,871,616.00",228363
2021-11-24,EQ,"1,740.00","1,740.50","1,688.00","1,736.90","1,690.20","1,696.00","1,712.88","1,848.00","1,091.00",7333061,"12,560,636,398.70",261744
2021-11-25,EQ,"1,700.00","1,726.20","1,696.95","1,696.00","1,722.50","1,722.40","1,715.34","1,848.00","1,091.00",4476260,"7,678,310,603.80",141756
2021-11-26,EQ,"1,702.55","1,718.35","1,684.00","1,722.40","1,689.55","1,691.65","1,701.47","1,848.00","1,091.00",4494181,"7,646,702,666.25",189716
2021-11-29,EQ,"1,691.00","1,712.00","1,669.15","1,691.65","1,696.20","1,696.35","1,694.69","1,848.00","1,105.05",3942776,"6,681,771,091.15",187081
2021-11-30,EQ,"1,704.55","1,729.90","1,700.05","1,696.35","1,717.00","1,712.65","1,713.80","1,848.00","1,105.05",14808963,"25,379,600,677.05",209403
2021-12-01,EQ,"1,715.00","1,741.90","1,713.00","1,712.65","1,717.00","1,714.90","1,726.72","1,848.00","1,105.05",5193264,"8,967,308,949.60",204083
2021-12-02,EQ,"1,715.00","1,750.50","1,711.35","1,714.90","1,748.00","1,748.25","1,737.73","1,848.00","1,105.05",5559574,"9,661,020,145.95",173258
2021-12-03,EQ,"1,771.10","1,786.65","1,732.55","1,748.25","1,737.60","1,735.55","1,758.49","1,848.00","1,105.05",6754012,"11,876,876,753.60",172077
2021-12-06,EQ,"1,730.00","1,733.95","1,691.50","1,735.55","1,694.95","1,695.30","1,705.47","1,848.00","1,136.00",3991449,"6,807,306,903.90",170662
2021-12-07,EQ,"1,701.10","1,724.90","1,694.00","1,695.30","1,711.45","1,711.65","1,711.29","1,848.00","1,136.00",4202122,"7,191,049,985.50",113379
2021-12-08,EQ,"1,733.00","1,759.80","1,732.60","1,711.65","1,752.40","1,753.35","1,749.49","1,848.00","1,136.00",3029169,"5,299,514,521.95",101838
2021-12-09,EQ,"1,759.00","1,769.40","1,742.00","1,753.35","1,758.00","1,763.45","1,757.23","1,848.00","1,136.00",2082171,"3,658,856,607.40",90007
2021-12-10,EQ,"1,760.00","1,763.75","1,746.00","1,763.45","1,757.05","1,759.25","1,754.36","1,848.00","1,136.00",1823469,"3,199,026,984.60",114797
2021-12-13,EQ,"1,767.05","1,771.35","1,738.80","1,759.25","1,747.00","1,744.65","1,751.26","1,848.00","1,148.20",4040584,"7,076,097,488.25",138705
2021-12-14,EQ,"1,730.90","1,763.00","1,710.35","1,744.65","1,743.75","1,752.15","1,746.72","1,848.00","1,148.20",4768144,"8,328,622,415.40",178424
2021-12-15,EQ,"1,745.00","1,747.95","1,721.20","1,752.15","1,734.90","1,734.20","1,732.61","1,848.00","1,148.20",3053149,"5,289,916,760.45",123458
2021-12-16,EQ,"1,762.65","1,777.60","1,758.00","1,734.20","1,777.00","1,771.60","1,768.37","1,848.00","1,148.20",4481031,"7,924,136,141.65",161944
2021-12-17,EQ,"1,820.00","1,842.00","1,806.75","1,771.60","1,823.00","1,820.85","1,822.81","1,848.00","1,148.20",18887243,"34,427,916,211.10",398575
2021-12-20,EQ,"1,801.70","1,829.65","1,787.30","1,820.85","1,800.70","1,798.90","1,805.20","1,848.00","1,152.05",5773891,"10,423,053,263.25",220523
2021-12-21,EQ,"1,801.00","1,838.00","1,801.00","1,798.90","1,814.70","1,811.60","1,821.91","1,848.00","1,152.05",5353584,"9,753,723,500.15",204777
2021-12-22,EQ,"1,825.00","1,829.15","1,812.35","1,811.60","1,824.00","1,824.70","1,820.18","1,848.00","1,152.05",4156428,"7,565,456,224.40",121978
2021-12-23,EQ,"1,831.25","1,861.60","1,827.00","1,824.70","1,856.15","1,857.60","1,849.59","1,861.60","1,152.05",4112933,"7,607,253,609.15",160898
2021-12-24,EQ,"1,872.95","1,875.75","1,854.00","1,857.60","1,863.40","1,863.50","1,864.33","1,875.75","1,152.05",3780347,"7,047,796,921.30",119651
2021-12-27,EQ,"1,860.00","1,874.50","1,845.05","1,863.50","1,869.40","1,866.15","1,863.95","1,875.75","1,231.00",2647733,"4,935,229,849.60",141608
